Cell	Exp
5816	248.84907303720294
5819	56.360254748351466
5822	208.28993959591753
5827	75.31254707034192
5829	188.25301204819277
5831	39.357682619647356
5832	176.772140710624
5833	194.96977968414896
5849	97.12509712509713
5850	72.43227582210633
5864	129.19896640826875
5878	61.68650916044661
5882	46.01509295048776
5887	330.90668431502314
5888	160.81048484361182
5891	80.61915511125443
5893	97.09680551509855
5895	49.83430094934344
5908	35.882162976784244
5909	80.54772452678212
5924	122.57906349595488
5954	83.47245409015025
5956	59.94844433786943
5958	185.25379770285292
5961	50.26135906714918
5971	126.72665061462426
5980	180.31013342949873
5983	253.80710659898477
6003	45.30627038782168
6005	218.1976871045167
6015	93.17059536010436
6020	165.23463317911435
6024	201.32876988121603
6042	95.1655881233346
6050	81.02414519526819
6057	106.10830120609768
6058	88.32361773538244
6069	118.79306248515087
6070	218.5792349726776
6072	177.52529735487306
6073	274.95188342040143
6074	88.1678716275789
6083	27.570235174106035
6084	63.7389253617184
6099	276.24309392265195
6113	148.30194275545009
6120	176.49135192375573
6147	113.23425336164189
6150	44.96807266840543
6165	56.360254748351466
6167	68.37606837606837
6190	397.61431411530816
6200	152.67175572519085
6205	91.54994049253868
6213	131.5097317201473
6228	47.50819516366573
6231	175.66974088713218
6242	249.003984063745
6258	88.33922261484099
6263	339.67391304347825
6278	80.54772452678212
6292	153.35071308081584
6301	210.61499578770008
6302	45.51868542036506
6310	216.21621621621622
6312	405.84415584415586
6319	39.61337347488512
6322	196.30938358853552
6333	62.013580974233356
6337	109.80564401010211
6364	161.55088852988692
6394	199.20318725099602
6396	96.60902328277461
6398	132.32764324467382
6410	211.68501270110076
6425	88.53474988933156
6433	466.0918200885574
6436	168.66250632484397
6438	84.7385814761461
6440	124.67273407305822
6444	180.53800324968407
6447	108.44222740335087
6452	69.53135864274788
6455	193.16206297083252
6457	55.07821105970478
6458	48.019207683073226
6486	123.28936012822093
6488	75.14277126540426
6516	132.99640909695438
6519	91.79364787956673
6523	59.25223677193814
6534	157.8407386946571
6535	266.7377967457989
6541	60.92360180333861
6560	264.44532592886424
6566	70.06726457399103
6575	122.75963663147557
6582	118.79306248515087
6583	137.83597518952448
6620	161.94331983805668
6631	61.625685585752144
6640	160.2820964898221
6649	65.99353263380189
6652	74.34944237918215
6657	25.73737581716168
6660	76.85213648939441
6679	63.32721170286872
6682	98.74592673052237
6683	195.8096729978461
6700	91.71787581399614
6704	340.25178632187817
6706	179.11517105498837
6729	67.79661016949153
6730	92.7213722763097
6736	99.22603691208573
6748	109.7574360662935
6753	39.32208721638945
6754	122.39902080783354
6755	73.49698662354844
6762	63.0159430335875
6766	98.55129594954174
6769	243.13153415998056
6782	213.53833013025837
6788	44.55533772945999
6797	245.3385672227674
6802	50.77688636132832
6815	34.2641768031523
6816	191.79133103183736
6821	109.55302366345312
6833	103.95010395010395
6854	194.55252918287937
6856	91.19095385737735
6868	99.53219866626854
6881	129.61762799740765
6900	221.43489813994685
6928	87.88118463836892
6961	236.46252069047057
6962	36.88539707129947
6976	71.21492664862555
6981	266.02819898909286
7000	97.83778495254867
7001	228.72827081427263
7003	175.28483786152498
7036	94.7597839476926
7051	93.23140033563304
7054	123.33497779970399
7058	120.64181445288938
7069	71.29616426636247
7082	298.41838257236645
7096	239.23444976076556
7106	234.85204321277595
7107	99.40357852882704
7124	67.30833950326445
7135	100.5631536604988
7139	209.4240837696335
7145	128.98232942086935
7146	146.5630954125751
7147	46.628741956542015
7154	211.90930281839374
7158	53.69415807560137
7162	256.60764690787784
7169	125.24265764919532
7180	155.35187199005748
7181	96.3948332369385
7183	166.6944490748458
7185	146.88601645123384
7192	72.9447808009337
7193	58.86161633998469
7201	153.09246785058176
7202	132.41525423728814
7208	126.23074981065388
7216	73.87706855791963
7217	76.01672367920942
7231	77.3814129846011
7244	140.40999719180004
7257	49.382716049382715
7268	262.60504201680675
7276	71.61784716751414
7283	49.940071913703555
7285	179.5977011494253
7286	169.606512890095
7290	145.01160092807424
7294	124.9843769528809
7301	121.88680778450413
7309	207.3828287017835
7317	77.26184037703779
7322	104.03662089055348
7324	160.1024655779699
7327	74.15097137772504
7390	80.1924619085806
7391	53.5360565340757
7399	79.09515146721506
7409	265.8160552897395
7412	143.9159530833993
7414	80.85381630012937
7415	59.38594928439931
7421	132.18770654329148
7424	47.43833017077799
7428	25.427176566314078
7434	178.1895937277263
7444	55.22116074879894
7446	113.71389583807141
7455	130.3780964797914
7456	324.25421530479895
7466	72.69026677327906
7470	161.6422856219187
7476	72.26477814713108
7484	156.50268662945382
7486	380.08361839604714
7501	73.38910905621606
7508	235.7934449422306
7529	83.86447500838645
7530	201.2477359629704
7556	99.03931860948796
7558	253.613999492772
7568	84.33836552247618
7586	318.91144892101624
7601	120.38040207054291
7604	149.03129657228018
7612	148.214021046391
7614	133.41338136215063
7616	291.71528588098016
7617	72.05649228995533
7624	71.16424708226587
7631	172.32465965879717
7636	49.024414158250806
7639	175.1006828926633
7641	94.57159069415547
7643	93.10986964618249
7646	184.06037180195105
7657	40.19292604501608
7666	146.39145073927682
7670	82.75405494869248
7673	162.07455429497568
7675	289.2681515765114
7698	256.3445270443476
7711	40.96010485786844
7714	68.3246788740093
7720	27.71849100534967
7725	66.76235938178056
7727	96.73050880247631
7731	102.28086325048584
7733	46.49865153910537
7734	108.04970286331712
7736	118.94849530153444
7737	120.93360744951022
7742	56.76335357892944
7760	225.61480033090172
7781	51.16398055768739
7783	44.04122258433894
7789	184.26386585590566
7801	138.92747985551543
7818	90.72763563781528
7823	178.87487702352206
7824	237.98191337458354
7841	50.515255607193374
7859	39.636925760038054
7882	61.192020560518905
7888	307.40854595757764
7895	58.33284722627312
7902	62.20452848967405
7914	179.3400286944046
7935	89.79078746520607
7939	138.75398917718886
7947	209.73154362416108
7955	248.4472049689441
7958	89.3016610108948
7968	315.059861373661
7987	162.2586402725945
7993	93.98496240601504
7995	59.715753015645525
7996	59.48132286462051
8012	293.9447383891828
8016	174.2767514813524
8021	47.564687975646876
8022	127.14558169103624
8029	83.108248493663
8030	27.78163633838033
8032	125.51776076314799
8034	42.19587324359678
8038	158.2528881152081
8057	116.51616661811826
8058	61.03515625
8086	77.6518092871564
8093	115.94202898550725
8096	36.48569760653824
8099	61.64278008938203
8110	156.9612305760477
8115	95.72125969177755
8121	85.92541673827118
8124	118.63803535413453
8128	220.8968411751712
8147	49.22955742627874
8151	221.1900022119
8155	117.32957878681215
8187	138.27433628318585
8206	249.75024975024974
8209	291.4602156805596
8212	81.85985592665357
8215	33.521051220166264
8227	143.32807797047442
8257	35.88345055260514
8262	67.44452687664396
8282	192.67822736030828
8293	176.42907551164433
8295	183.15018315018315
8305	348.31069313827936
8319	86.05851979345955
8326	89.7827258035554
8328	149.43215780035862
8331	162.6280696048138
8347	129.22400982102474
8348	80.69722401549387
8360	227.7385561375541
8391	133.48164627363735
8394	81.94034742707309
8395	109.5290251916758
8409	195.35065442469232
8417	57.810151462596835
8422	48.725819811918335
8425	69.69126768415917
8442	56.16399887672002
8444	58.83391186680002
8451	186.25442354255912
8469	468.9331770222743
8482	61.2482391131255
8486	59.819345576359396
8499	415.88687876897484
8504	450.8566275924256
8510	124.96875781054736
8551	83.54916868577158
8554	79.2832791564259
8566	115.64704521799467
8588	104.0257983980027
8590	172.23561832586978
8598	272.071826962318
8599	169.09029421711193
8623	218.05494984736154
8624	584.4535359438925
8629	404.53074433656957
8632	82.3519723297373
8637	153.32720024532352
8638	31.51889557789895
8643	278.5204991087344
8647	244.91795248591723
8653	78.04878048780488
8656	161.9564337193295
8660	176.89722271360338
8664	201.08586366378444
8686	153.86982612709647
8695	54.39216752787598
8713	239.46360153256705
8716	157.72870662460568
8717	41.153956952961025
8720	243.66471734892787
8730	240.44241404183697
8733	95.80379383023568
8734	118.99095668729177
8742	475.9638267491671
8761	44.541445815331166
8765	53.85029617662897
8771	29.52029520295203
8792	244.140625
8797	119.27480916030534
8802	122.21950623319482
8814	113.46873936230568
8815	130.59945148230378
8825	55.85344057193923
8835	207.0393374741201
8837	118.62396204033215
8838	152.46226558926665
8843	65.92827004219409
8855	103.7344398340249
8860	38.71017690550846
8864	87.57334267448988
8873	93.0925339787749
8877	42.07514621113308
8878	223.1644722160232
8924	74.86150621350501
8932	186.70649738610905
8942	63.38742393509128
8943	407.33197556008145
8964	201.6535591853196
8968	103.49824052991099
8970	84.26019548365352
8974	44.698730556052205
8976	55.48465849192698
8998	175.7932671178694
9007	209.55574182732607
9009	134.42667025137789
9027	251.38260432378078
9038	161.89088554314392
9045	807.1025020177563
9052	88.50340738118418
9056	56.69577049552103
9066	162.3640201331385
9077	163.85384237260365
9080	185.6665428889714
9081	58.626956674679015
9083	34.34655675768504
9093	98.74592673052237
9094	274.57440966501923
9103	122.54901960784314
9115	326.4240248082259
9122	30.090572623597026
9140	64.99837504062398
9142	72.1917412647993
9146	116.13053071652537
9154	138.42746400885935
9156	128.8659793814433
9160	149.79029358897543
9163	92.62689885142646
9172	97.90483649892305
9178	86.42295393656555
9181	45.053162732023786
9223	100.46212577858148
9228	109.27767457108513
9232	93.95847035610261
9239	66.15506747816883
9244	90.47317470370035
9255	206.22808826562178
9257	105.2853232259423
9271	118.68027533823879
9277	86.91117677733357
9287	51.99396869963084
9293	234.9624060150376
9299	223.66360993066428
9306	69.94963626189144
9308	117.26078799249531
9324	28.558373315055974
9328	388.12342324859304
9329	226.55188038060717
9343	220.5071664829107
9350	170.15484090522375
9353	348.97923573547376
9355	45.27345164795364
9356	659.7394029358403
9358	163.77333770062233
9359	202.38818053025705
9360	167.0564650851988
9365	219.61128802020423
9368	178.3166904422254
9372	109.70927043335162
9377	90.97525473071325
9387	310.36623215394167
9392	75.29553497477599
9399	234.24689622862496
9402	174.901617839965
9419	149.29829799940282
9422	152.60186174271325
9427	44.84506031660612
9439	118.96264572924102
9440	166.40319494134286
9443	62.324711748208166
9445	93.79103357719002
9467	237.52969121140143
9471	46.24277456647399
9473	55.19372999227288
9477	109.5290251916758
9525	159.41335883947076
9533	56.16399887672002
9536	104.65724751439038
9541	329.7065611605671
9542	116.18450098756826
9543	62.320827620590805
9574	39.88035892323031
9576	116.18450098756826
9580	93.72949667260286
9586	36.48702886123983
9591	117.20581340834505
9592	79.25186241876685
9601	405.55611882794284
9604	719.4244604316547
9606	172.80110592707794
9611	150.67048365225253
9614	82.74036074797286
9615	172.9804532087874
9625	161.48566814695195
9646	151.53811183512653
9664	50.39560550320012
9674	163.02575806977504
9676	509.87890376035693
9680	70.88679379031686
9683	104.31879824744419
9685	214.96130696474634
9686	94.90367277213628
9695	59.701492537313435
9717	303.12215822976657
9723	185.97731076808628
9732	149.56625785222855
9751	44.837017441599784
9757	84.9762066621346
9759	121.78784557301181
9761	92.53261774775608
9762	338.40947546531305
9771	179.92083483267362
9778	67.45362563237774
9782	93.14456035767512
9814	83.32638946754437
9818	78.21666014861165
9819	103.27377878756583
9823	42.6949022286739
9831	61.84674376894056
9832	94.64319515426841
9850	205.42317173377157
9851	96.2000962000962
9855	59.66943135031923
9865	95.92326139088729
9868	239.98080153587713
9869	47.744091668656004
9881	103.55182768975872
9882	113.07100859339666
9890	58.29204313611192
9895	184.67220683287167
9897	41.02564102564103
9904	107.18113612004288
9906	122.3540927444023
9916	52.99838354930175
9919	107.26161106939826
9922	282.4060999717594
9924	73.65939893930465
9926	72.23867658744491
9929	100.30090270812437
9930	84.19634587858887
9957	125.7387149503332
9968	136.09145345672292
9980	146.13473622680112
10000	307.3140749846343
10001	114.39029970258522
10009	147.42739200943535
10017	145.09576320371445
10023	211.10407430863415
10029	176.8033946251768
10030	105.9322033898305
10044	31.23243175713661
10054	129.11555842479018
10070	163.8001638001638
10073	172.95053614666205
10091	159.0836780146357
10095	133.24450366422386
10112	90.3342366757001
10122	192.01228878648234
10127	75.1653638003608
10138	76.12667478684531
10143	224.56770716370985
10145	228.44958879074017
10150	181.65304268846504
